,Field_Name,Harvest Year,CO2_kg_per_Ha,Total_Water_Applied_mm,Crop_Protection_Application_Doses,Enter Crop Area (ha),Enter Total Wet Mass Harvested (kg),Enter Dry Finished Yield Mass (kg),Soil_Organic_Matter,Yield_kg_per_Ha,Yield_kg_per_Ha_Dry,N_as_Urea_kg_per_Ha,N_as_Nitrate_kg_per_Ha,N_as_Ammonium_kg_per_Ha,P_as_Phosphorus_kg_per_Ha,P_as_P2O5_kg_per_Ha,K_as_Potassium_kg_per_Ha,K_as_K2O_kg_per_Ha,Season
410,M6I20119,2020,932.34,350.0,19.0,21.0,126950.0,57530,2.5,6045.238095238095,2739.5238095238096,92.0,15.0,0.0,111.0,0.0,0.0,132.0,WINTER
412,M6V2056,2020,-244.31,450.0,12.0,70.0,599180.0,298510,2.76,8559.714285714286,4264.428571428572,92.0,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
413,M2V2018,2020,950.49,450.0,23.0,155.0,1303120.0,585880,2.6,8407.225806451614,3779.870967741936,123.28,0.0,0.0,0.0,0.0,0.0,99.6,SUMMER
415,M7I2001,2020,2098.82,350.0,22.0,100.0,646390.0,332760,2.5,6463.9,3327.6,92.0,0.0,16.5,0.0,78.0,0.0,108.0,WINTER
417,M7I2002,2020,1013.55,350.0,22.0,100.0,783910.0,426840,2.5,7839.1,4268.4,92.0,10.0,0.0,70.0,0.0,20.0,108.0,WINTER
418,M7I2003,2020,1099.29,350.0,17.0,80.0,496650.0,231240,2.5,6208.125,2890.5,207.0,10.0,0.33,70.0,1.56,20.0,108.0,WINTER
419,M7I2004,2020,874.87,350.0,21.0,91.0,1008240.0,603440,2.5,11079.56043956044,6631.208791208791,161.0,10.0,0.0,70.0,0.0,20.0,108.0,WINTER
421,M7V2015,2020,996.76,450.0,21.0,128.0,1313210.0,773350,2.5,10259.453125,6041.796875,92.0,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
422,M7V2016,2020,908.8,450.0,19.0,71.0,622740.0,367860,2.5,8770.985915492958,5181.12676056338,124.2,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
424,M7V2017,2020,993.89,450.0,24.0,92.0,867080.0,429900,2.551489361702128,9424.782608695652,4672.826086956522,92.0,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
426,M7V2018,2020,1038.15,450.0,23.0,120.0,949810.0,514040,2.3996666666666657,7915.083333333333,4283.666666666667,92.0,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
428,M7V2019,2020,834.37,450.0,28.0,91.0,701790.0,374260,2.80340909090909,7711.978021978022,4112.747252747253,92.0,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
429,M7V2072,2020,266.63,450.0,20.0,56.5,351560.0,150640,2.5,6222.300884955752,2666.1946902654868,59.8,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
430,M6I2088,2020,1025.8,350.0,16.0,18.0,141530.0,69520,2.5,7862.777777777777,3862.222222222222,92.0,36.0,0.0,108.0,0.0,54.0,96.0,WINTER
431,M6I2089,2020,1027.58,350.0,17.0,27.0,196490.0,91350,2.5,7277.407407407408,3383.333333333333,92.0,36.0,0.0,108.0,0.0,54.0,96.0,WINTER
432,M6I2090,2020,1002.87,350.0,17.0,30.5,198200.0,91010,2.5,6498.360655737705,2983.934426229508,92.0,36.0,0.0,108.0,0.0,54.0,96.0,WINTER
433,M6I2071,2020,-704.43,350.0,15.0,143.0,523240.0,508960,2.5,3659.020979020979,3559.1608391608397,0.0,0.0,16.5,0.0,78.0,0.0,108.0,WINTER
434,M4V2013,2020,-75.24,450.0,15.0,20.9,159410.0,81810,2.5,7627.272727272728,3914.354066985646,0.0,181.305,0.0,0.0,0.0,0.0,138.0,SUMMER
435,M4V2014,2020,76.09,450.0,16.0,21.6,233500.0,119650,2.5,10810.185185185184,5539.351851851851,0.0,112.23,0.0,0.0,0.0,0.0,94.8,SUMMER
436,M4V2015,2020,-3.68,450.0,21.0,62.5,407800.0,192560,2.5,6524.8,3080.96,0.0,176.94,0.0,0.0,0.0,0.0,138.6,SUMMER
437,M4V2016,2020,-16.24,450.0,15.0,113.0,992070.0,530260,2.5,8779.38053097345,4692.566371681416,0.0,184.68,0.0,0.0,0.0,0.0,159.6,SUMMER
438,M7I2069,2020,792.55,350.0,12.0,80.37,475860.0,274240,2.5,5920.865994774169,3412.2184894861266,92.0,15.0,0.33,111.0,1.56,0.0,120.0,WINTER
440,M7I2070,2020,829.63,350.0,15.0,79.62,444700.0,260880,2.5,5585.280080381814,3276.563677467973,184.0,14.0,0.275,103.6,1.3,0.0,60.0,WINTER
442,M7I2071,2020,890.6,350.0,16.0,99.29,688980.0,403670,2.5,6939.067378386544,4065.565515157619,184.0,14.0,0.275,103.6,1.3,0.0,60.0,WINTER
443,M7I2072,2020,969.56,350.0,20.0,134.7,853720.0,472880,2.5,6337.936154417224,3510.616184112844,92.0,15.5,0.33,114.7,1.56,0.0,120.0,WINTER
444,M7I2073,2020,899.78,350.0,16.0,152.72,1044440.0,598040,2.5,6838.920900995286,3915.924567836564,92.0,15.5,0.605,114.7,2.8600000000000003,0.0,120.0,WINTER
446,M7I2074,2020,932.07,350.0,18.0,96.0,656240.0,405620,2.5,6835.833333333333,4225.208333333333,184.0,14.0,0.33,103.6,1.56,0.0,120.0,WINTER
448,M2V2019,2020,76.92,450.0,11.0,119.0,468740.0,208680,2.9,3938.991596638656,1753.6134453781513,53.36,0.0,57.86,0.0,98.8,0.0,0.0,SUMMER
449,M2V2020,2020,261.41,450.0,10.0,84.0,605320.0,209560,2.7,7206.190476190476,2494.7619047619046,80.96000000000001,42.24,58.3,0.0,100.88,17.6,0.0,SUMMER
450,M4V2071,2020,-71.95,450.0,18.0,105.0,618420.0,326210,2.5,5889.714285714285,3106.7619047619046,0.0,181.71,0.0,0.0,0.0,0.0,125.7,SUMMER
452,M4V2072,2020,-171.78,450.0,15.0,27.0,150480.0,78120,2.5,5573.333333333333,2893.333333333333,0.0,173.7,0.0,0.0,0.0,0.0,133.32,SUMMER
454,M6I20113,2020,703.84,350.0,14.0,68.0,308910.0,150660,2.5,4542.794117647059,2215.5882352941176,161.0,0.0,25.3,0.0,119.6,0.0,132.0,WINTER
455,M6I2072,2020,581.43,350.0,11.0,40.0,173640.0,82960,2.5,4341.0,2074.0,161.0,0.0,25.3,0.0,119.6,0.0,0.0,WINTER
457,M7I2068,2020,1217.99,350.0,23.0,180.0,1335010.0,627590,2.5,7416.722222222223,3486.6111111111118,92.0,0.0,28.1,0.0,83.2,0.0,100.2,WINTER
459,M6I20136,2020,1109.08,350.0,21.0,43.33,204990.0,112910,2.5,4730.902377105931,2605.815831987076,92.0,0.0,27.5,0.0,130.0,0.0,150.0,WINTER
460,M6I20137,2020,1098.14,350.0,21.0,104.2,457500.0,233500,2.5,4390.595009596929,2240.8829174664106,138.0,0.0,27.5,0.0,130.0,0.0,150.0,WINTER
462,M6I20138,2020,1194.88,350.0,21.0,70.0,520840.0,286090,2.5,7440.571428571428,4087.0,92.0,0.0,27.5,0.0,130.0,0.0,150.0,WINTER
463,M6I20139,2020,1192.08,350.0,22.0,124.5,835150.0,471690,2.5,6708.032128514056,3788.6746987951806,92.0,0.0,27.5,0.0,130.0,0.0,150.0,WINTER
465,M6I2079,2020,1950.48,350.0,8.0,70.0,649360.0,328710,2.5,9276.57142857143,4695.857142857143,276.0,0.0,21.12,0.0,99.84,0.0,97.2,WINTER
466,M6I2080,2020,1935.19,350.0,8.0,23.0,201220.0,103630,2.5,8748.695652173914,4505.652173913043,276.0,0.0,21.23,0.0,100.36,0.0,97.2,WINTER
467,M6I2081,2020,2039.91,350.0,13.0,40.0,350360.0,185940,2.5,8759.0,4648.5,276.0,0.0,21.01,0.0,99.32,0.0,108.0,WINTER
469,M6I2082,2020,2001.49,350.0,13.0,27.0,198210.0,100750,2.5,7341.111111111111,3731.481481481481,276.0,0.0,21.45,0.0,101.4,0.0,111.0,WINTER
470,M6I2083,2020,2034.25,350.0,15.0,32.0,225240.0,114780,2.5,7038.75,3586.875,276.0,0.0,21.56,0.0,101.92,0.0,111.0,WINTER
472,M6I2084,2020,1274.52,350.0,15.0,20.0,177400.0,85220,2.5,8870.0,4261.0,207.0,0.0,21.34,0.0,100.88,0.0,97.8,WINTER
473,M6I2085,2020,512.23,350.0,10.0,27.5,296160.0,167800,2.5,10769.454545454546,6101.818181818182,124.2,61.0,0.0,120.0,0.0,70.0,60.0,WINTER
474,M4V2001,2020,1113.0,450.0,17.0,71.5,745220.0,407940,2.2,10422.657342657343,5705.454545454545,87.4,0.0,0.0,0.0,0.0,0.0,141.0,SUMMER
476,M4V2002,2020,-760.82,450.0,13.0,73.0,647500.0,368880,3.5,8869.86301369863,5053.1506849315065,87.4,0.0,0.0,0.0,0.0,0.0,96.0,SUMMER
478,M4V2003,2020,820.0,450.0,11.0,48.0,276100.0,131620,2.2,5752.083333333333,2742.083333333333,173.65,0.0,0.0,0.0,0.0,0.0,114.0,SUMMER
479,M4V2054,2020,474.06,450.0,15.0,42.0,253440.0,133010,2.5,6034.285714285715,3166.904761904762,151.8,0.0,0.0,0.0,0.0,0.0,84.0,SUMMER
481,M4V2055,2020,734.38,450.0,13.0,26.0,155320.0,81870,2.5,5973.846153846154,3148.846153846154,115.0,0.0,0.0,0.0,0.0,0.0,90.0,SUMMER
482,M4V2056,2020,-342.56,450.0,15.0,38.2,279960.0,163440,3.9441666666666655,7328.795811518324,4278.534031413612,105.8,0.0,0.0,0.0,0.0,0.0,90.0,SUMMER
483,M6V2048,2020,1114.17,450.0,12.0,95.12,841190.0,452480,2.1,8843.460891505467,4756.938603868797,92.0,0.0,0.0,0.0,0.0,0.0,120.0,SUMMER
484,M4V2004,2020,-1323.71,450.0,13.0,25.0,207180.0,101910,4.546842105263158,8287.2,4076.4,82.8,82.5,0.0,0.0,0.0,30.0,0.0,SUMMER
485,M4V2042,2020,-750.58,450.0,12.0,20.0,172520.0,95270,4.336,8626.0,4763.5,105.8,82.5,0.0,0.0,0.0,37.5,0.0,SUMMER
486,M6I2087,2020,993.24,350.0,19.0,16.0,120340.0,58990,2.5,7521.25,3686.875,174.8,0.0,23.1,0.0,109.2,0.0,69.0,WINTER
487,M6I2099,2020,1109.08,350.0,18.0,40.0,290120.0,155040,2.5,7253.0,3876.0,174.8,0.0,38.5,0.0,182.0,0.0,75.0,WINTER
489,M6I20100,2020,1178.45,350.0,17.0,85.0,899350.0,360370,2.5,10580.588235294115,4239.64705882353,92.0,0.0,25.3,0.0,119.6,0.0,120.0,WINTER
490,M6I20101,2020,1145.55,350.0,14.0,79.0,907130.0,369110,2.5,11482.658227848102,4672.278481012659,92.0,0.0,25.3,0.0,119.6,0.0,120.0,WINTER
492,M6I20102,2020,1035.35,350.0,12.0,130.0,1208000.0,453500,2.5,9292.307692307691,3488.4615384615386,92.0,0.0,25.3,0.0,119.6,0.0,120.0,WINTER
494,M6V2070,2020,240.19,450.0,18.0,90.0,800360.0,388250,3.7,8892.888888888889,4313.888888888889,92.0,0.0,25.3,0.0,119.6,0.0,0.0,SUMMER
496,M6V2071,2020,-58.27,450.0,16.0,90.0,701780.0,351520,4.0,7797.555555555556,3905.777777777778,92.0,0.0,25.3,0.0,119.6,0.0,0.0,SUMMER
498,M6V2072,2020,113.04,450.0,16.0,47.5,292990.0,152120,3.7,6168.210526315789,3202.5263157894738,92.0,0.0,25.3,0.0,119.6,0.0,0.0,SUMMER
499,M7I2019,2020,1107.87,350.0,24.0,127.0,858150.0,390370,2.5,6757.086614173229,3073.779527559055,92.0,0.0,16.28,0.0,76.96,0.0,103.2,WINTER
501,M7I2020,2020,1094.84,350.0,24.0,136.0,860700.0,441540,2.5,6328.676470588235,3246.6176470588234,92.0,0.0,16.28,0.0,76.96,0.0,105.0,WINTER
503,M7I2021,2020,1150.63,350.0,24.0,72.0,512340.0,265290,2.5,7115.833333333333,3684.5833333333335,92.0,0.0,19.58,0.0,92.56,0.0,103.2,WINTER
504,M7I2022,2020,1119.66,350.0,24.0,82.0,611910.0,289980,2.5,7462.317073170731,3536.3414634146343,92.0,0.0,15.18,0.0,71.76,0.0,103.2,WINTER
505,M7I2079,2020,1057.6,350.0,21.0,87.0,672310.0,309130,2.5,7727.701149425287,3553.2183908045977,92.0,0.0,15.18,0.0,71.76,0.0,82.2,WINTER
506,M7I2080,2020,1134.51,350.0,23.0,100.0,832780.0,383160,2.5,8327.8,3831.6,92.0,0.0,16.17,0.0,76.44,0.0,100.2,WINTER
508,M2I2005,2020,409.14,350.0,10.0,150.0,1126440.0,510060,2.5,7509.6,3400.4,62.1,0.0,31.5,0.0,0.0,0.0,120.0,WINTER
510,M2I2006,2020,261.38,350.0,15.0,70.0,522800.0,212310,2.5,7468.571428571428,3033.0,62.1,0.0,0.0,0.0,0.0,0.0,132.0,WINTER
511,M2I2007,2020,359.71,350.0,10.0,135.0,803160.0,415480,2.5,5949.333333333333,3077.6296296296296,62.1,0.0,31.5,0.0,0.0,0.0,120.0,WINTER
512,M2I2013,2020,-553.55,350.0,10.0,115.0,1026670.0,495570,2.5,8927.565217391304,4309.304347826087,0.0,0.0,31.5,0.0,0.0,0.0,120.0,WINTER
513,M6I2073,2020,1131.96,350.0,22.0,51.5,366310.0,191510,2.5,7112.815533980583,3718.640776699029,184.0,0.0,22.0,0.0,104.0,0.0,102.0,WINTER
515,M6I2074,2020,1091.1,350.0,18.0,51.5,430960.0,207940,2.5,8368.155339805826,4037.669902912621,184.0,0.0,22.0,0.0,104.0,0.0,105.0,WINTER
516,M6I2076,2020,1040.93,350.0,19.0,47.0,177290.0,93860,2.5,3772.127659574468,1997.021276595745,184.0,0.0,28.6,0.0,135.2,0.0,132.0,WINTER
517,M6V2032,2020,-1403.76,450.0,15.0,86.0,909940.0,437860,4.01,10580.697674418603,5091.395348837209,46.0,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
518,M6V2033,2020,-454.09,450.0,15.0,60.0,591420.0,287550,3.7,9857.0,4792.5,69.0,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
519,M6I2001,2020,-400.21,350.0,14.0,120.0,1035880.0,535750,2.5,8632.333333333334,4464.583333333333,0.0,109.8,0.0,101.2,0.0,0.0,0.0,WINTER
520,M6I2002,2020,-80.93,350.0,14.0,100.0,797200.0,441250,2.5,7972.0,4412.5,0.0,112.0,0.0,110.0,0.0,0.0,0.0,WINTER
522,M6I2077,2020,-61.75,350.0,15.0,50.0,403940.0,209890,2.5,8078.8,4197.8,0.0,109.8,0.0,101.2,0.0,0.0,0.0,WINTER
523,M6I2078,2020,-393.52,350.0,13.0,50.0,474800.0,257670,2.5,9496.0,5153.4,0.0,109.8,0.0,101.2,0.0,0.0,0.0,WINTER
524,M4V2029,2020,854.53,450.0,14.0,65.0,417620.0,224680,2.2181818181818183,6424.923076923077,3456.6153846153848,170.2,0.0,0.0,0.0,0.0,0.0,108.0,SUMMER
525,M4V2030,2020,972.93,450.0,13.0,37.0,251830.0,145080,1.9928571428571429,6806.216216216216,3921.081081081081,82.8,0.0,0.0,0.0,0.0,0.0,114.0,SUMMER
526,M4V2031,2020,936.96,450.0,15.0,24.0,170300.0,90450,2.166666666666667,7095.833333333333,3768.75,170.2,0.0,0.0,0.0,0.0,0.0,114.0,SUMMER
527,M6I20114,2020,1256.85,350.0,22.0,40.0,181090.0,91400,2.5,4527.25,2285.0,161.0,124.8,0.0,0.0,0.0,24.0,90.0,WINTER
528,M7V2055,2020,1119.41,450.0,21.0,92.0,1172160.0,544120,2.9016666666666664,12740.869565217392,5914.347826086957,92.0,0.0,30.8,0.0,145.6,0.0,120.0,SUMMER
530,M7V2065,2020,183.82,450.0,19.0,80.0,308970.0,155810,3.727576923076923,3862.125,1947.625,92.0,0.0,30.8,0.0,145.6,0.0,120.0,SUMMER
532,M7V2066,2020,887.96,450.0,14.0,125.0,1180510.0,641020,2.8793666666666664,9444.08,5128.16,92.0,0.0,30.8,0.0,145.6,0.0,120.0,SUMMER
534,M4V2053,2020,134.81,450.0,13.0,69.0,533140.0,310500,2.683333333333333,7726.666666666667,4500.0,101.2,61.56,0.0,0.0,0.0,20.52,48.0,SUMMER
535,M7V2050,2020,-270.7,450.0,16.0,93.0,732070.0,403440,4.5,7871.720430107527,4338.064516129032,62.1,0.0,35.03,0.0,115.96,0.0,90.0,SUMMER
537,M7V2051,2020,78.11,450.0,22.0,122.0,887810.0,493000,4.015,7277.131147540984,4040.983606557377,62.1,0.0,22.0,0.0,104.0,0.0,120.0,SUMMER
539,M7V2052,2020,498.02,450.0,25.0,122.0,780190.0,423960,3.505,6395.0,3475.0819672131147,62.1,0.0,22.55,0.0,106.6,0.0,120.0,SUMMER
540,M7V2062,2020,675.88,450.0,28.0,150.0,840280.0,470140,3.4274509803921567,5601.866666666667,3134.266666666667,62.1,0.0,33.05,0.0,106.6,0.0,78.0,SUMMER
542,M7V2071,2020,1260.4,450.0,22.0,84.0,739260.0,378940,2.5,8800.714285714286,4511.190476190476,62.1,0.0,22.55,0.0,106.6,0.0,120.0,SUMMER
543,M7V2063,2020,518.34,450.0,18.0,50.0,333060.0,150110,3.254545455,6661.2,3002.2,92.0,0.0,22.0,0.0,104.0,0.0,120.0,SUMMER
544,M7V2064,2020,-65.3,450.0,21.0,50.0,347700.0,80840,3.25,6954.0,1616.8,0.0,44.55,66.55,0.0,104.0,0.0,120.0,SUMMER
546,M7I2047,2020,785.26,350.0,23.0,125.0,511480.0,262240,2.5,4091.84,2097.92,165.6,20.0,0.0,108.0,0.0,32.0,90.0,WINTER
548,M7I2048,2020,1050.97,350.0,19.0,125.0,784720.0,409940,2.5,6277.76,3279.52,92.0,40.0,0.0,108.0,0.0,32.0,90.0,WINTER
549,M7I2049,2020,1153.82,350.0,24.0,125.0,786450.0,414300,2.5,6291.6,3314.4,92.0,40.0,0.0,108.0,0.0,32.0,90.0,WINTER
551,M7I2050,2020,1549.26,350.0,24.0,125.0,798930.0,423750,2.5,6391.44,3390.0,230.0,20.0,0.0,108.0,0.0,32.0,90.0,WINTER
552,M7I2051,2020,1085.45,350.0,22.0,125.0,1064230.0,558190,2.5,8513.84,4465.52,92.0,20.0,0.0,108.0,0.0,32.0,90.0,WINTER
553,M4V2068,2020,-92.35,450.0,10.0,56.0,477590.0,277330,3.1782142857142865,8528.392857142857,4952.321428571428,147.2,0.0,0.0,0.0,0.0,0.0,90.0,SUMMER
554,M4V2069,2020,-266.22,450.0,14.0,92.0,982400.0,577060,2.5,10678.260869565218,6272.391304347826,4.6,92.4,0.55,124.5,2.6,131.5,60.0,SUMMER
555,M4V2070,2020,297.04,450.0,23.0,58.0,645960.0,379630,2.5,11137.241379310344,6545.344827586207,4.6,129.9,0.55,124.5,2.6,169.0,0.0,SUMMER
557,M6V2080,2020,-773.93,450.0,15.0,108.0,798160.0,435960,2.62,7390.37037037037,4036.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,75.0,SUMMER
559,M6V2081,2020,61.57,450.0,24.0,94.0,378280.0,195990,2.62,4024.255319148936,2085.0,98.9,0.0,0.0,0.0,0.0,0.0,105.0,SUMMER
560,M4V2060,2020,-85.23,450.0,11.0,31.4,234670.0,132430,2.4866666666666672,7473.566878980892,4217.515923566879,0.0,108.0,0.0,90.0,0.0,30.0,90.0,SUMMER
562,M2I2039,2020,459.49,350.0,19.0,153.0,1190380.0,657210,2.5,7780.261437908497,4295.490196078431,115.0,0.0,26.4,0.0,124.8,132.0,0.0,WINTER
563,M7I2066,2020,1116.66,350.0,21.0,124.0,1069280.0,538060,2.5,8623.225806451614,4339.193548387097,92.0,0.0,17.6,0.0,83.2,0.0,100.2,WINTER
565,M7I2067,2020,1040.41,350.0,15.0,236.0,2477430.0,1373240,2.5,10497.584745762711,5818.813559322034,92.0,0.0,16.28,0.0,76.96,0.0,100.2,WINTER
567,M6I20121,2020,1028.14,350.0,18.0,39.0,300770.0,156700,2.5,7712.051282051282,4017.948717948718,0.0,81.0,81.275,0.0,1.3,0.0,115.8,WINTER
568,M6I20122,2020,855.43,350.0,15.0,42.0,258870.0,133990,2.5,6163.571428571428,3190.2380952380954,115.0,49.4,27.275,112.0,1.3,0.0,115.8,WINTER
570,M6I20123,2020,876.99,350.0,16.0,60.0,368350.0,178280,2.5,6139.166666666667,2971.333333333333,115.0,50.2,27.0,127.6,0.0,0.0,115.8,WINTER
571,M6I20124,2020,1063.18,350.0,20.0,110.0,835870.0,433730,2.5,7598.818181818182,3943.0,0.0,81.0,81.0,0.0,0.0,0.0,115.8,WINTER
573,M6I20125,2020,338.27,350.0,8.0,50.0,302640.0,204360,2.5,6052.8,4087.2,0.0,50.2,27.0,127.6,0.0,0.0,0.0,WINTER
574,M6I20126,2020,1088.88,350.0,16.0,105.0,701320.0,362440,2.5,6679.238095238095,3451.809523809524,69.0,76.4,54.0,112.0,0.0,0.0,115.8,WINTER
575,M6I20127,2020,1131.04,350.0,22.0,105.0,831090.0,448120,2.5,7915.142857142857,4267.809523809524,69.0,54.0,54.0,0.0,0.0,0.0,115.8,WINTER
577,M7I2087,2020,824.26,350.0,24.0,100.0,772200.0,381540,2.5,7722.0,3815.4,161.0,10.5,0.0,73.5,0.0,0.0,96.0,WINTER
579,M7I2090,2020,727.1,350.0,21.0,52.0,342970.0,135850,2.5,6595.576923076923,2612.5,161.0,10.5,0.0,73.5,0.0,0.0,96.0,WINTER
580,M6I20164,2020,-490.81,350.0,14.0,96.0,570830.0,297570,2.5,5946.145833333333,3099.6875,0.0,104.86,0.0,86.64,0.0,77.07,0.0,WINTER
581,M2I2041,2020,186.07,350.0,17.0,117.0,465760.0,244200,2.5,3980.8547008547007,2087.1794871794878,92.0,40.0,0.0,0.0,0.0,40.0,0.0,WINTER
582,M2I2042,2020,243.67,350.0,22.0,100.0,498140.0,278010,2.5,4981.4,2780.1,92.0,54.0,0.0,0.0,0.0,54.0,79.8,WINTER
583,M2I2043,2020,146.48,350.0,15.0,46.5,187360.0,89950,2.5,4029.2473118279568,1934.4086021505375,92.0,40.0,0.0,0.0,0.0,40.0,0.0,WINTER
584,M2I2044,2020,150.72,350.0,15.0,93.0,387240.0,181190,2.5,4163.870967741936,1948.279569892473,92.0,40.0,0.0,0.0,0.0,40.0,0.0,WINTER
585,M7I2093,2020,1092.64,350.0,24.0,66.0,201850.0,194240,2.5,3058.333333333333,2943.030303030303,92.0,0.0,26.84,0.0,126.88,0.0,105.0,WINTER
586,M7I2094,2020,1070.82,350.0,21.0,102.0,282650.0,274850,2.5,2771.078431372549,2694.607843137255,92.0,0.0,31.24,0.0,147.68,0.0,120.0,WINTER
587,M7I2095,2020,1114.04,350.0,22.0,33.2,104410.0,100910,2.5,3144.879518072289,3039.457831325301,92.0,0.0,32.34,0.0,152.88000000000002,0.0,120.0,WINTER
589,M7I2096,2020,960.06,350.0,26.0,50.0,125370.0,123240,2.5,2507.4,2464.8,92.0,14.5,0.44,107.3,2.08,0.0,120.0,WINTER
590,M7I2097,2020,1072.26,350.0,22.0,21.0,45420.0,44540,2.5,2162.8571428571427,2120.9523809523807,92.0,0.0,31.24,0.0,147.68,0.0,120.0,WINTER
592,M2I2045,2020,612.67,350.0,8.0,126.0,678820.0,361470,2.5,5387.460317460317,2868.809523809524,62.1,0.0,0.0,0.0,0.0,0.0,120.0,WINTER
593,M6I20135,2020,905.4,350.0,15.0,85.0,642350.0,370830,2.5,7557.058823529412,4362.705882352941,92.0,16.2,0.0,119.88,0.0,0.0,132.0,WINTER
595,M7I2091,2020,1001.87,350.0,20.0,105.0,633660.0,349020,2.5,6034.857142857143,3324.0,92.0,0.0,16.72,0.0,79.04,0.0,80.4,WINTER
597,M7I2092,2020,1038.38,350.0,20.0,36.0,256200.0,133920,2.5,7116.666666666667,3720.0,92.0,0.0,16.72,0.0,79.04,0.0,96.0,WINTER
599,M7I2084,2020,1057.15,350.0,20.0,150.0,396790.0,379170,2.5,2645.266666666667,2527.8,92.0,0.0,32.34,0.0,152.88000000000002,0.0,120.0,WINTER
601,M7I2085,2020,1036.88,350.0,19.0,132.0,394940.0,384910,2.5,2991.969696969697,2915.9848484848485,92.0,0.0,31.24,0.0,147.68,0.0,120.0,WINTER
603,M7I2086,2020,1011.75,350.0,23.0,47.0,117070.0,112570,2.5,2490.851063829787,2395.106382978724,92.0,0.0,22.44,0.0,106.08,0.0,105.0,WINTER
604,M6I20141,2020,-751.2,350.0,15.0,32.5,189220.0,104520,2.5,5822.153846153846,3216.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,WINTER
605,M6I20147,2020,-33.22,350.0,12.0,40.0,450820.0,251020,2.5,11270.5,6275.5,0.0,140.0,21.0,120.0,0.0,32.0,90.0,WINTER
607,M6I20156,2020,-631.74,350.0,15.0,90.0,479440.0,191440,2.5,5327.111111111111,2127.1111111111118,0.0,0.0,25.3,0.0,119.6,0.0,0.0,WINTER
609,M6I20177,2020,472.93,350.0,9.0,40.0,438130.0,249910,2.5,10953.25,6247.75,124.2,61.0,0.0,120.0,0.0,70.0,0.0,WINTER
610,M6I20157,2020,1204.59,350.0,12.0,48.0,285860.0,165570,2.5,5955.416666666667,3449.375,204.24,0.0,30.8,0.0,145.6,0.0,130.2,WINTER
611,M6I20158,2020,371.18,350.0,15.0,103.0,947820.0,562810,2.5,9202.135922330095,5464.174757281553,115.0,0.0,17.6,0.0,83.2,0.0,96.0,WINTER
612,M6I20159,2020,1207.57,350.0,21.0,55.0,456060.0,205820,2.5,8292.0,3742.181818181818,92.0,0.0,28.6,0.0,135.2,0.0,90.0,WINTER
613,M6I20161,2020,1334.76,350.0,16.0,80.0,594180.0,305590,2.5,7427.25,3819.875,216.2,0.0,19.8,0.0,93.6,0.0,102.0,WINTER
614,M6I20163,2020,1163.01,350.0,16.0,60.0,453990.0,243930,2.5,7566.5,4065.5,195.5,5.0,19.8,50.0,93.6,50.0,102.0,WINTER
615,M6I20160,2020,1281.43,350.0,15.0,40.0,255760.0,142210,2.5,6394.0,3555.25,216.2,0.0,19.8,0.0,93.6,0.0,102.0,WINTER
616,M2I2051,2020,780.85,350.0,13.0,51.0,380830.0,211400,2.5,7467.254901960784,4145.098039215686,62.1,0.0,0.0,0.0,0.0,0.0,120.0,WINTER
617,M6I20179,2020,456.07,350.0,9.0,45.0,434130.0,246630,2.5,9647.333333333334,5480.666666666667,124.2,61.0,0.0,120.0,0.0,70.0,60.0,WINTER
618,M7I2088,2020,865.97,350.0,26.0,80.0,619430.0,317950,2.5,7742.875,3974.375,161.0,10.5,0.0,73.5,0.0,0.0,96.0,WINTER
620,M7I2089,2020,870.72,350.0,26.0,75.0,491330.0,276030,2.5,6551.066666666667,3680.4,161.0,11.0,0.0,77.0,0.0,0.0,96.0,WINTER
622,M6I2130,2021,830.74,350.0,12.0,45.0,213050.0,121500,2.5,4734.444444444444,2700.0,92.0,0.0,24.2,0.0,114.4,0.0,0.0,WINTER
623,M6I2172,2021,-883.5,350.0,12.0,40.0,189370.0,108000,2.72,4734.25,2700.0,0.0,0.0,24.2,0.0,114.4,0.0,0.0,WINTER
624,M7I21131,2021,-398.67,350.0,20.0,44.5,308020.0,160200,3.950561797752809,6921.797752808989,3600.0,108.36,16.02,33.07,0.0,80.6,0.0,111.0,WINTER
625,M7I2196,2021,-53.86,350.0,20.0,30.0,190350.0,99000,3.2,6345.0,3300.0,99.84,10.68,27.015,0.0,77.22,0.0,109.98,WINTER
626,M7I2198,2021,-550.94,350.0,22.0,27.0,155740.0,81000,3.4,5768.148148148148,3000.0,80.96,0.0,16.918000000000003,0.0,79.976,0.0,98.16,WINTER
627,M7I2199,2021,158.85,350.0,23.0,61.0,328510.0,168360,3.0,5385.4098360655735,2760.0,25.56,16.02,34.72,0.0,88.4,0.0,100.2,WINTER
